klucz,short_name,nationality,club_name,league_name,position
00002504,A. Maksimenko,Russia,Spartak Moscow,Russian Premier League,GK
00010976,A. Maldonado,Argentina,Club Atlético Banfield,Argentina Primera División,LCB
00006333,A. Manchot,Argentina,SD Aucas,Ecuadorian Serie A,LCB
00000575,A. Mandi,Algeria,Real Betis,Spain Primera Division,RCB
00013192,A. Manneh,Gambia,Górnik Zabrze,Polish T-Mobile Ekstraklasa,CM
00009131,A. Mannus,Northern Ireland,Shamrock Rovers,Rep. Ireland Airtricity League,GK
00008936,A. Maraval,France,USL Dunkerque,French Ligue 2,GK
00008348,A. Marchesano,Switzerland,FC Zürich,Swiss Super League,CAM
00000262,A. Marchesin,Argentina,FC Porto,Portuguese Liga ZON SAGRES,GK
00000107,A. Martial,France,Manchester United,English Premier League,ST
00017095,A. Martin,England,Harrogate Town,English League Two,RS
00003283,A. Martin Arias,Argentina,Unión La Calera,Chilian Campeonato Nacional,GK
00015311,A. Martinez,Venezuela,AC Mineros de Guayana,Venezuelan Primera División,LCB
00001802,A. Masiello,Italy,Genoa,Italian Serie A,CB
00007371,A. Matan,Romania,FC Viitorul,Romanian Liga I,LW
00008295,A. Mateiu,Romania,Universitatea Craiova,Romanian Liga I,CDM
00004781,A. Mateju,Czech Republic,Brescia,Italian Serie B,LB
00017426,A. Matos,Venezuela,AC Mineros de Guayana,Venezuelan Primera División,RCB
00004625,A. Matusiwa,Netherlands,FC Groningen,Holland Eredivisie,RDM
00004754,A. Mawson,England,Bristol City,English League Championship,LCB
00003663,A. Maxim,Romania,Gaziºehir Gaziantep F.K.,Turkish Süper Lig,CM
00003981,A. Maxso,Denmark,Brondby IF,Danish Superliga,CB
00012636,A. May,England,Cheltenham Town,English League Two,RS
00007685,A. Mayorga,Mexico,U.N.A.M.,Mexican Liga MX,LB
00005119,A. Mazzotta,Italy,Crotone,Italian Serie A,LM
00011931,A. McCann,Northern Ireland,St. Johnstone FC,Scottish Premiership,RCM
00001076,A. McCarthy,England,Southampton,English Premier League,GK
00010353,A. McCormack,Republic of Ireland,Southend United,English League Two,RDM
00011258,A. McEneff,Northern Ireland,Shamrock Rovers,Rep. Ireland Airtricity League,RCM
00014302,A. Medina,Uruguay,Liverpool Fútbol Club,Uruguayan Primera División,RM
00001402,A. Mehmedi,Switzerland,VfL Wolfsburg,German 1. Bundesliga,CAM
00014566,A. Mehmeti,Albania,Örebro SK,Swedish Allsvenskan,LS
00011241,A. Mehring,Argentina,Liverpool Fútbol Club,Uruguayan Primera División,GK
00005253,A. Mejia,Colombia,Club Libertad,Paraguayan Primera División,LCM
00015442,A. Melksham,Australia,Macarthur FC,Australian Hyundai A-League,RDM
00000880,A. Mena,Ecuador,Club León,Mexican Liga MX,RM
00003938,A. Mendez,Uruguay,Nacional de Montevideo,Uruguayan Primera División,RB
00008846,A. Mendy,Senegal,Servette FC,Swiss Super League,LB
00014538,A. Mercado,Bolivia,Oriente Petrolero,Liga de Fútbol Profesional Boliviano,LB
00007093,A. Merkel,Kazakhstan,Al Faisaly,Saudi Abdul L. Jameel League,LDM
00006910,A. Meyer,Germany,SSV Jahn Regensburg,German 2. Bundesliga,GK
00007891,A. Mhamdi,Morocco,Abha Club,Saudi Abdul L. Jameel League,GK
00006846,A. Milosevic,Sweden,Vejle Boldklub,Danish Superliga,RCB
00004447,A. Mina,Ecuador,BB Erzurumspor,Turkish Süper Lig,LCB
00001201,A. Miranchuk,Russia,Lokomotiv Moscow,Russian Premier League,CAM
00018483,A. Mirica,Romania,FC Arge<U+0219>,Romanian Liga I,LW
00005728,A. Miron,Romania,FCSB (Steaua),Romanian Liga I,LCB
00000972,A. Mitrovic,Serbia,Fulham,English Premier League,ST
00008264,A. Monfray,France,Grenoble Foot 38,French Ligue 2,RCB
00015306,A. Monksfield,Australia,Macarthur FC,Australian Hyundai A-League,LB
00006512,A. Mora,Mexico,Deportivo Toluca,Mexican Liga MX,LCB
00003616,A. Morales,United States,Fortuna Düsseldorf,German 2. Bundesliga,RCM
00001564,A. Morelos,Colombia,Rangers FC,Scottish Premiership,ST
00015555,A. Morgan,England,Charlton Athletic,English League One,RCM
00014895,A. Morley,England,Rochdale,English League One,RM
00011486,A. Mosquera,Colombia,Independiente Medellín,Colombian Liga Postobón,GK
00004706,A. Mowatt,England,Barnsley,English League Championship,CDM
00002548,A. Mozo,Mexico,U.N.A.M.,Mexican Liga MX,RB
00008603,A. Mucolli,Albania,Vejle Boldklub,Danish Superliga,LM
00012232,A. Muhamedbegovic,Austria,SKN St. Pölten,Austrian Football Bundesliga,LCB
00003653,A. Muhling,Germany,Holstein Kiel,German 2. Bundesliga,RCM
00005557,A. Munksgaard,Denmark,Aarhus GF,Danish Superliga,RB
00008667,A. Munoz,Ecuador,LDU Quito,Ecuadorian Serie A,LM
00003928,A. Murgia,Italy,SPAL,Italian Serie B,RCM
00002916,A. Musa,Nigeria,Al Nassr,Saudi Abdul L. Jameel League,LM
00006701,A. Muyl,United States,Nashville SC,USA Major League Soccer,LM
00015298,A. Nadesan,England,Crawley Town,English League Two,LS
00004111,A. Najar,Honduras,Los Angeles FC,USA Major League Soccer,RB
00014457,A. NathanielGeorge,England,Crawley Town,English League Two,LM
00005580,A. Ndao,Senegal,Fatih Karagümrük S.K.,Turkish Süper Lig,RW
00009374,A. Ndiaye,France,AC Ajaccio,French Ligue 2,RM
00002328,A. NDiaye,Senegal,Al Shabab,Saudi Abdul L. Jameel League,CDM
00005883,A. Ndour,Senegal,FC Sochaux-Montbéliard,French Ligue 2,LB
00008052,A. Nemec,Slovakia,Dinamo Bucureºti,Romanian Liga I,ST
00008124,A. Novikovas,Lithuania,BB Erzurumspor,Turkish Süper Lig,LM
00010171,A. Nsiala,DR Congo,Ipswich Town,English League One,RCB
00006723,A. Nukan,Turkey,Göztepe SK,Turkish Süper Lig,RCB
00000894,A. Nwakaeme,Nigeria,Trabzonspor,Turkish Süper Lig,LM
00001892,A. Nyom,Cameroon,Getafe CF,Spain Primera Division,RM
00006849,A. OBrien,Republic of Ireland,Sunderland,English League One,LW
00006424,A. Ocampo,Uruguay,Liverpool Fútbol Club,Uruguayan Primera División,RCM
00011466,A. OConnor,Republic of Ireland,Bradford City,English League Two,RCB
00013489,A. Odabas,Germany,FSV Zwickau,German 3. Bundesliga,LCB
00001054,A. Ogbonna,Italy,West Ham United,English Premier League,LCB
00017016,A. OHanlon,Republic of Ireland,Shelbourne FC,Rep. Ireland Airtricity League,LB
00012653,A. Ojeda,Peru,Deportivo Binacional,Peruvian Primera División,LCM
00007401,A. Oliveros,Uruguay,Nacional de Montevideo,Uruguayan Primera División,LB
00007671,A. Olliero,France,Pau FC,French Ligue 2,GK
00001545,A. Omur,Turkey,Trabzonspor,Turkish Süper Lig,RCM
00000111,A. Onana,Cameroon,Ajax,Holland Eredivisie,GK
00008997,A. Oshilaja,England,Charlton Athletic,English League One,RCB
00008992,A. Ostbo,Norway,Viking FK,Norwegian Eliteserien,GK
00015878,A. Ouhafsa,France,Rodez Aveyron Football,French Ligue 2,LS
00001369,A. Oukidja,Algeria,FC Metz,French Ligue 1,GK
00006726,A. Ozturk,Turkey,Göztepe SK,Turkish Süper Lig,LCB
00011083,A. Palavecino,Argentina,Deportivo Cali,Colombian Liga Postobón,LAM
00009786,A. Palmer,England,Lincoln City,English League One,GK
00004957,A. Palocevic,Serbia,Pohang Steelers,Korean K League Classic,CAM
00003498,A. Paloschi,Italy,SPAL,Italian Serie B,RS
00012062,A. Papadopoulos,Germany,Hallescher FC,German 3. Bundesliga,LDM
00002679,A. Parmak,Turkey,Trabzonspor,Turkish Süper Lig,CDM
00002976,A. Parot,Chile,Universidad Católica,Chilian Campeonato Nacional,LB
00006968,A. Pearce,Republic of Ireland,Millwall,English League Championship,CB
00006237,A. Pellegrino,Norway,Kristiansund BK,Norwegian Eliteserien,LM
00002791,A. Pereira,Uruguay,River Plate Asunción,Paraguayan Primera División,LCB
00003145,A. Pieper,Germany,DSC Arminia Bielefeld,German 1. Bundesliga,RCB
00008996,A. Pierre,Grenada,Shrewsbury,English League One,LCB
00013541,A. Pitian,Romania,Chindia Târgoviºte,Romanian Liga I,RCB
00000426,A. Plea,France,Borussia Mönchengladbach,German 1. Bundesliga,ST
00002715,A. Poko,Gabon,Göztepe SK,Turkish Süper Lig,LDM
00001391,A. Poli,Italy,Bologna,Italian Serie A,LDM
00006607,A. Poungouras,Greece,Panathinaikos FC,Greek Super League,LCB
00006979,A. Power,Republic of Ireland,Kilmarnock,Scottish Premiership,RCM
00008607,A. Preciado,Ecuador,Independiente del Valle,Ecuadorian Serie A,RB
00017733,A. Preciado,Ecuador,Barcelona Sporting Club,Ecuadorian Serie A,LM
00011525,A. Prepelita,Romania,FC Arge<U+0219>,Romanian Liga I,CDM
00004122,A. Pritchard,England,Huddersfield Town,English League Championship,CAM
00012835,A. Prokic,Serbia,Stal Mielec,Polish T-Mobile Ekstraklasa,LM
00008278,A. Puljic,Croatia,Dinamo Bucureºti,Romanian Liga I,RCB
00010803,A. Pululu,Angola,FC Basel 1893,Swiss Super League,LM
00001345,A. Pyatov,Ukraine,Shakhtar Donetsk,Ukrainian Premier League,GK
00000314,A. Rabiot,France,Juventus,Italian Serie A,RCM
00001842,A. Rami,France,Boavista FC,Portuguese Liga ZON SAGRES,RCB
00003456,A. Ramos,Colombia,América de Cali,Colombian Liga Postobón,ST
00001546,A. Ramsdale,England,Sheffield United,English Premier League,GK
00000253,A. Ramsey,Wales,Juventus,Italian Serie A,CAM
00006337,A. Ramua,Argentina,Cusco FC,Peruvian Primera División,CAM
00012137,A. Ratiu,Romania,ADO Den Haag,Holland Eredivisie,RCM
00011515,A. Rauta,Romania,Dinamo Bucureºti,Romanian Liga I,RDM
00000590,A. Rebic,Croatia,Milan,Italian Serie A,LM
00008042,A. Redmayne,Australia,Sydney FC,Australian Hyundai A-League,GK
00010850,A. Reyes,Colombia,Inter Miami,USA Major League Soccer,RCB
00002406,A. Ring,Finland,New York City FC,USA Major League Soccer,LM
00004645,A. Rinomhota,England,Reading,English League Championship,RDM
00004275,A. Rios,Mexico,Deportivo Toluca,Mexican Liga MX,RCM
00002441,A. Roa,Colombia,Independiente,Argentina Primera División,LM
00000430,A. Robben,Netherlands,FC Groningen,Holland Eredivisie,RM
00000034,A. Robertson,Scotland,Liverpool,English Premier League,LB
00003382,A. Rocha,Mexico,Mazatlán FC,Mexican Liga MX,RCM
00005957,A. Rodriguez,Peru,Alianza Lima,Peruvian Primera División,RCB
00006185,A. Rodriguez,Colombia,Deportivo Cali,Colombian Liga Postobón,ST
00008393,A. Rodriguez,Uruguay,Centro Atlético Fénix,Uruguayan Primera División,RB
00005233,A. Rojas,Argentina,Central Córdoba,Argentina Primera División,RCM
00000152,A. Romagnoli,Italy,Milan,Italian Serie A,LCB
00001032,A. Romao,Togo,En Avant de Guingamp,French Ligue 2,LDM
00007924,A. Romer,Denmark,Randers FC,Danish Superliga,LCM
00001992,A. Romero,Paraguay,San Lorenzo de Almagro,Argentina Primera División,RS
00004512,A. Romero,Peru,Deportivo Binacional,Peruvian Primera División,RCM
00010539,A. Rose,Australia,Vancouver Whitecaps FC,USA Major League Soccer,RCB
00016560,A. Rosell,Peru,Alianza Lima,Peruvian Primera División,LB
00001666,A. Rusnak,Slovakia,Real Salt Lake,USA Major League Soccer,CAM
00000374,A. SaintMaximin,France,Newcastle United,English Premier League,RW
00005796,A. Salazar,Peru,Alianza Lima,Peruvian Primera División,RB
00003083,A. Sambi Lokonga,Belgium,RSC Anderlecht,Belgian Jupiler Pro League,RCM
00008587,A. Sampsted,Iceland,FK Bodo/Glimt,Norwegian Eliteserien,RB
00008246,A. Sanchez,Argentina,Central Córdoba,Argentina Primera División,GK
00014348,A. Sanchez,Peru,Club Atlético Grau,Peruvian Primera División,CDM
00010474,A. Sarcevic,England,Bolton Wanderers,English League Two,CAM
00009244,A. Sauthier,Switzerland,Servette FC,Swiss Super League,RB
00007987,A. Scaramozzino,France,Pau FC,French Ligue 2,LB
00001639,A. Schlager,Austria,LASK Linz,Austrian Football Bundesliga,GK
00012307,A. Schmidt,Austria,SKN St. Pölten,Austrian Football Bundesliga,ST
00002178,A. Scholz,Denmark,FC Midtjylland,Danish Superliga,LCB
00003339,A. Schopf,Austria,FC Schalke 04,German 1. Bundesliga,RCM
00000579,A. Schwolow,Germany,Hertha BSC,German 1. Bundesliga,GK
00005887,A. Seck,Senegal,Royal Antwerp FC,Belgian Jupiler Pro League,RCB
00010921,A. Seko,Japan,Cerezo Osaka,Japanese J. League Division 1,LCB
00011158,A. Selmani,Sweden,Varbergs BoIS,Swedish Allsvenskan,ST
00004630,A. Semper,Croatia,Chievo Verona,Italian Serie B,GK
00005147,A. Sepulveda,Mexico,Querétaro,Mexican Liga MX,RM
00010731,A. Seroni,Romania,FC Botoºani,Romanian Liga I,LCB
00003346,A. Shabanov,Ukraine,Dynamo Kyiv,Ukrainian Premier League,LCB
00009976,A. Sharahili,Saudi Arabia,Al Shabab,Saudi Abdul L. Jameel League,LCB
00007626,A. Sicker,Germany,MSV Duisburg,German 3. Bundesliga,LB
00001989,A. Silva,Uruguay,Olimpia Asunción,Paraguayan Primera División,RM
00005527,A. Sissako,France,SV Zulte-Waregem,Belgian Jupiler Pro League,RCM
00013376,A. Skovgaard,Denmark,Örebro SK,Swedish Allsvenskan,LCB
00005997,A. Skulason,Iceland,KV Oostende,Belgian Jupiler Pro League,LB
00011918,A. Slimane,Denmark,Brondby IF,Danish Superliga,RCM
00001880,A. Smith,England,Bournemouth,English League Championship,LB
00003347,A. Smithies,England,Cardiff City,English League Championship,GK
00012234,A. Sobczyk,Austria,Górnik Zabrze,Polish T-Mobile Ekstraklasa,RS
00002164,A. Sobolev,Russia,Spartak Moscow,Russian Premier League,LS
00005167,A. Soderlund,Norway,BK Häcken,Swedish Allsvenskan,ST
00005591,A. Sorensen,Denmark,1. FC Nürnberg,German 2. Bundesliga,LCB
00011831,A. Soubervie,France,FC Chambly Oise,French Ligue 2,RWB
00001901,A. Souquet,France,Montpellier HSC,French Ligue 1,RWB
00011078,A. Spahic,Bosnia Herzegovina,1. FC Kaiserslautern,German 3. Bundesliga,GK
00001290,A. Sporar,Slovenia,Sporting CP,Portuguese Liga ZON SAGRES,ST
00007837,A. Stewart,England,Wycombe Wanderers,English League Championship,RCB
00010742,A. Stiller,Germany,Bayern München II,German 3. Bundesliga,CDM
00010604,A. Stolas,Norway,FK Haugesund,Norwegian Eliteserien,LB
00006165,A. Struna,Slovenia,Houston Dynamo,USA Major League Soccer,RCB
00011839,A. Sy,Senegal,Al Adalah,Saudi Abdul L. Jameel League,RCB
00011237,A. Syhre,Germany,Hallescher FC,German 3. Bundesliga,RDM
00012139,A. Szoke,Hungary,Heracles Almelo,Holland Eredivisie,ST
00005178,A. Taggart,Australia,Suwon Samsung Bluewings,Korean K League Classic,RS
00009015,A. Tahiri,Morocco,RKC Waalwijk,Holland Eredivisie,RCM
00002760,A. Talavera,Mexico,U.N.A.M.,Mexican Liga MX,GK
00002660,A. Tameze,France,Hellas Verona,Italian Serie A,RCM
00010660,A. Tanaka,Japan,HJK Helsinki,Finnish Veikkausliiga,LW
00016416,A. Tanghe,Belgium,KV Oostende,Belgian Jupiler Pro League,RCB
00003909,A. Tchouameni,France,AS Monaco,French Ligue 1,RCM
00013071,A. Terzic,Serbia,Empoli,Italian Serie B,LB
00016343,A. Theate,Belgium,KV Oostende,Belgian Jupiler Pro League,LCB
00000968,A. Thomasson,France,RC Strasbourg Alsace,French Ligue 1,CAM
00010131,A. THrandarson,Iceland,Odense Boldklub,Danish Superliga,RM
00014956,A. Thurgate,Australia,Newcastle Jets,Australian Hyundai A-League,LS
00002900,A. Tinnerholm,Sweden,New York City FC,USA Major League Soccer,RB
00006902,A. Tosca,Romania,Gaziºehir Gaziantep F.K.,Turkish Süper Lig,LCB
00010897,A. Tosin,Nigeria,FC Zürich,Swiss Super League,RM
00009873,A. Touba,Belgium,RKC Waalwijk,Holland Eredivisie,LCB
00001107,A. Townsend,England,Crystal Palace,English Premier League,RM
00002809,A. Traore,Burkina Faso,Sivasspor,Turkish Süper Lig,RM
00006057,A. Traore,Ivory Coast,Melbourne Victory,Australian Hyundai A-League,LB
00002928,A. Trebel,France,RSC Anderlecht,Belgian Jupiler Pro League,LCM
00011161,A. Trezza,Uruguay,Nacional de Montevideo,Uruguayan Primera División,RAM
00010048,A. Tshibola,DR Congo,Kilmarnock,Scottish Premiership,LCM
00002261,A. Turan,Turkey,Galatasaray SK,Turkish Süper Lig,RCM
00006071,A. Turan,Turkey,MKE Ankaragücü,Turkish Süper Lig,LB
00007555,A. Turkes,Bosnia Herzegovina,FC Lausanne-Sport,Swiss Super League,ST
00004315,A. Ujah,Nigeria,1. FC Union Berlin,German 1. Bundesliga,RS
00001804,A. Ulmer,Austria,FC Red Bull Salzburg,Austrian Football Bundesliga,LB
00002699,A. Umar,Nigeria,Çaykur Rizespor,Turkish Süper Lig,LM
00008919,A. Uryga,Poland,Wis³a P³ock,Polish T-Mobile Ekstraklasa,LCB
00002490,A. Urzi,Argentina,Club Atlético Banfield,Argentina Primera División,LM
00010308,A. van den Hurk,Curacao,Helsingborgs IF,Swedish Allsvenskan,LS
00013933,A. van der Heide,Netherlands,SC Heerenveen,Holland Eredivisie,LW
00005452,A. Vega,Mexico,Guadalajara,Mexican Liga MX,CF
00014683,A. Velagic,Germany,Türkgücü München,German 3. Bundesliga,RCB
00010737,A. Velasco,Argentina,Independiente,Argentina Primera División,RM
00004580,A. Vigo,Argentina,Club Atlético Colón,Argentina Primera División,RB
00003946,A. Vindheim,Norway,Sparta Praha,Czech Republic Gambrinus Liga,RM
00008262,A. Vlad,Romania,FC Voluntari,Romanian Liga I,LB
00008530,A. Vlad,Romania,FCSB (Steaua),Romanian Liga I,GK
00008428,A. Vranckx,Belgium,KV Mechelen,Belgian Jupiler Pro League,RCM
00006710,A. Vukotic,Serbia,Waasland-Beveren,Belgian Jupiler Pro League,LCB
00009799,A. Walkes,England,Atlanta United,USA Major League Soccer,LCB
00000150,A. WanBissaka,England,Manchester United,English Premier League,RB
00004229,A. Weber,France,Stade Malherbe Caen,French Ligue 2,LCB
00001634,A. Webster,England,Brighton & Hove Albion,English Premier League,LCB
00004303,A. Weimann,Austria,Bristol City,English League Championship,LCM
00000819,A. Westwood,England,Burnley,English Premier League,RCM
00013735,A. Wildig,England,Morecambe,English League Two,RDM
00004221,A. Wilkinson,Australia,Sydney FC,Australian Hyundai A-League,LCB
00014553,A. Williams,England,Cheltenham Town,English League Two,LS
00004115,A. Wisdom,England,Derby County,English League Championship,RB
00011594,A. Wiss,Switzerland,SCR Altach,Austrian Football Bundesliga,LDM
00004672,A. Witry,Norway,Djurgardens IF,Swedish Allsvenskan,RB
00000126,A. Witsel,Belgium,Borussia Dortmund,German 1. Bundesliga,CDM
00010237,A. Woodyard,England,AFC Wimbledon,English League One,CM
00015053,A. Wright,England,Bohemian FC,Rep. Ireland Airtricity League,ST
00007102,A. Yasin,Iraq,BK Häcken,Swedish Allsvenskan,RW
00002412,A. Yiadom,Ghana,Reading,English League Championship,RB
00010151,A. Yildirim,Germany,SC Verl,German 3. Bundesliga,RW
00001026,A. Young,England,Inter,Italian Serie A,LM
00005414,A. Yusuf,Nigeria,IFK Göteborg,Swedish Allsvenskan,RDM
00007726,A. Zedadka,France,Clermont Foot 63,French Ligue 2,RB
00013235,A. Zendejas,Mexico,Club Necaxa,Mexican Liga MX,LM
00002184,A. Zeneli,Kosovo,Stade de Reims,French Ligue 1,LM
00008455,A. Zeqiri,Switzerland,FC Lausanne-Sport,Swiss Super League,LW
00004456,A. Zhirov,Russia,SV Sandhausen,German 2. Bundesliga,LCB
00002629,A. Zivkovic,Serbia,PAOK,Greek Super League,RM
00012046,Aaron Rey,Spain,CE Sabadell FC,Spanish Segunda División,RM
00006419,Abdu Conte,Portugal,Moreirense FC,Portuguese Liga ZON SAGRES,LB
00000519,Adama Traore,Spain,Wolverhampton Wanderers,English Premier League,RWB
00000447,Adan,Spain,Sporting CP,Portuguese Liga ZON SAGRES,GK
00009470,Adao Morrinhos,Brazil,Fluminense,Campeonato Brasileiro Série A,LS
00002899,Aday Benitez,Spain,Girona FC,Spanish Segunda División,RB
00003746,Adeilson Gesser,Brazil,Bahia,Campeonato Brasileiro Série A,RM
00004849,Ademilson,Brazil,Gamba Osaka,Japanese J. League Division 1,RS
00001465,Aderllan Santos,Brazil,Rio Ave FC,Portuguese Liga ZON SAGRES,LCB
00001493,Adilson Edrada,Brazil,Santos,Campeonato Brasileiro Série A,CAM
00000674,Adnan Vidual,Brazil,Palmeiras,Campeonato Brasileiro Série A,RB
00008959,Adri Castellano,Spain,SD Ponferradina,Spanish Segunda División,LCB
00008133,Adri Cuevas,Spain,CE Sabadell FC,Spanish Segunda División,RCM
00004478,Adrian Burnabao,Brazil,Botafogo,Campeonato Brasileiro Série A,RW
00007566,Adrian Dieguez,Spain,CF Fuenlabrada,Spanish Segunda División,RCB
00001818,Adrian Lopez,Spain,CA Osasuna,Spain Primera Division,RS
00004020,Adrian Ortola,Spain,CD Tenerife,Spanish Segunda División,GK
00002274,Adriano,Brazil,KAS Eupen,Belgian Jupiler Pro League,RB
00005324,Adrizinho Bastos,Brazil,Vasco da Gama,Campeonato Brasileiro Série A,GK
00000361,Adryan Zonta,Brazil,Sao Paulo,Campeonato Brasileiro Série A,LB
00011469,Afonso Taira,Portugal,Os Belenenses,Portuguese Liga ZON SAGRES,RCM
00007073,Aguilera,Spain,AD Alcorcón,Spanish Segunda División,LDM
00015394,Ahn Young Kyu,Korea Republic,Seongnam FC,Korean K League Classic,LCB
00000639,Ai Kesen,China PR,Guangzhou Evergrande Taobao FC,Chinese Super League,ST
00016003,Ai Zhibo,China PR,Wuhan Zall,Chinese Super League,LCB
00002472,Ailton Guevara,Brazil,Coritiba,Campeonato Brasileiro Série A,CAM
00003744,Ailton Valpacos,Brazil,Atlético Mineiro,Campeonato Brasileiro Série A,LCB
00000194,Aitor,Spain,Levante UD,Spain Primera Division,GK
00003366,Aitor Garcia,Spain,Real Sporting de Gijón,Spanish Segunda División,LM
00004173,Aitor Sanz,Spain,CD Tenerife,Spanish Segunda División,LDM
00004084,Aketxe,Spain,UD Almería,Spanish Segunda División,CAM
00003767,Alam Basteirinho,Brazil,Santos,Campeonato Brasileiro Série A,RAM
00002033,Alam Lindeiro,Brazil,Atlético Clube Goianiense,Campeonato Brasileiro Série A,LB
